1392,512,664.3733333333333
1544,592,330.53333333333336
1616,592,379.92
1992,664,463.3066666666667
1984,720,574.2666666666667
6912,1096,673.12
9144,1096,819.92
9040,1168,1064.1333333333334
8944,1448,1363.52
15392,1528,1863.3066666666666
9040,1984,2466.7466666666664
8920,1984,2830.2933333333335
8880,5888,3153.0933333333332
